id_eess_saldo,id_entidad,latitud,longitud,nombreEstacion,direccion,id_departamento
2528,1894,-22.7341858,-64.3352286,ESTACION DE SERVICIO RIO BERMEJO,AVENIDA BOLIVAR ESQUINA BELGRANO Nro647 ZONA AVAROA,6
2529,7758,-16.534371,-68.1734374,ESTACION DE SERVICIO CANDELARIA LTDA,AVENIDA 6 DE MARZO NRO 100 ZONA VILLA BOLIVAR E,2
2530,7763,-16.5492658,-68.2047146,"ESTACION DE SERVICIO ""APOSTOL SANTIAGO""",EL ALTO-CARRETERA A VIACHA NRO 500 ZONA URB. VILLA ADELA,2
2531,7939,-19.0167227,-65.2567667,ESTACION DE SERVICIO TREBOL S.R.L.,AV. CIRCUNVALACION ESQ. JULIO VILLA S/N,1
2532,7752,-16.4889724,-68.121375,ESTACION DE SERVICIO KANTUTA S.R.L.,"AVENIDA BUSCH, ESQ. CALLE HONDURAS N 885 ZONA MIRAFLORES",2
2534,7738,-16.6009017,-68.070438,SURTIDORES UNITOURS LTDA.,LA PAZ - AV. PRINCIPAL NRO. S/N ZONA JUPAPINA,2
2535,9458,-17.9482802,-67.0984532,ESTACION DE SERVICIO R Y G CIRCUNVALACION S.R.L.,AV. CIRCUNVALACION Y FINAL BENI,4
2536,7829,-16.5005036,-68.1058888,SOCIEDAD INDUSTRIAL COMERCIALIZADORA Y EXPORTADORA G.L.P.H. LTDA.,LA PAZ - AV CIRCUNVALACION ESQUINA CALLE VARGAS NRO 51 ZONA PAMPAHASI,2
2537,1450,-19.8802001,-65.681465,ESTACION DE SERVICIO SUPER GRIFO,CARRETERA POTOSI TARIJA/LOCALIDAD DE CUCHU INGENIO/POTOSI,5
2539,7997,-16.4658972,-68.3045336,GASOLINERA CUCUTA,LA PAZ - CUCUTA CARRETERA A HUARINA NRO S/N ZONA: CUCUTA,2
2542,7919,-16.5266201,-68.1118142,ESTACION DE SERVICIO COSTANERA S.R.L.,AVENIDA COSTANERITA CALLE NRO 5 NRO 333 ZONA OBRAJES,2
2543,7817,-17.4067161,-66.1449663,ESTACION DE SERVICIO CIRCUITO BOLIVIA S.A.,AVENIDA 6 DE AGOSTO ESQUINA CIRCUITO BOLIVIA  S/N FRENTE A  LAGUNA ALALY PLENA ESQUINA DE LA ZONA CERRO VERDE,3
2545,7783,-19.0148745,-65.2855142,ESTACION DE SERVICIO OQHARIKUNA S.R.L.,AV. JUANA AZURDUY DE PADILLA S/N,1
2547,7686,-16.6300363,-68.1823827,ESTACION DE SERVICIO SAN SEBASTIAN S.R.L.,LA PAZ - URB. SAN SEBASTIAN Nro 30 ZONA: SENKATA,2
2548,7687,-16.4927004,-68.2166135,ESTACION DE SERVICIO SEÑOR DE MAYO S.R.L.,CARRETERA A LAJA URB. YUNGUYO N 30 ZONA RIO SECO,2
2549,7851,-19.0076296,-66.7757258,ESTACION DE SERVICIO DELMAR,SANTIAGO DE HUARI - AV. SEBASTIAN PAGADOR NRO S/N MZNO: S/N ZONA: NORTE,4
2551,7702,-19.0513711,-65.2482104,INVERSIONES JANA S.A.,ZONA POCONAS - BARRIO SAN JOSE - AV. JAIME MENDOZA Nro 260 - EDIFICIO SURTIDOR,1
2552,7849,-16.480782,-68.1854033,ALTO LIMA S.R.L.,AVENIDA 10 ESQUINA CALLE SUCRE - ZONA ALTO LIMA CIUDAD DE EL ALTO DEL DEPARTAMENTO DE LA PAZ,2
2555,7812,-17.412664,-66.1550514,EL MANANTIAL CENTRO DE SERVICIOS Y COMERCIO S.R.L.,AV. 6 DE AGOSTO # 159,3
2556,7834,-17.3828462,-66.1605249,ESTACION DE SERVICIO AYACUCHO,COCHABAMBA - AV. AYACUCHO NRO 894 ZONA CENTRAL NORTE,3
2557,8006,-16.7183435,-68.1862465,ESTACION DE SERVICIO FULL TANK DE AMILCAR DIPP MERCADO,VIACHA ACHICA ARRIBA NRO S/N ZONA ACHICA ARRIBA,2
2559,8002,-21.2519824,-63.4528171,"ESTACION DE SERVICIO ""EL CHAÑAR""",VILLA MONTES - CARRETERA A SANTA CRUZ KM. 1 Nro S/N MZNO: S/N ZONA: EL CHAÑAR,6
2562,8009,-17.5392932,-65.8483072,ESTACION DE SERVICIO PUNATA,AV. SILES NO.10 PUNATA,3
2563,7968,-16.7264829,-68.1855839,ESTACION DE SERVICIO CHALLAPAMPA S.R.L.,CARRETERA LA PAZ - ORURO KM. 15 1/2 S/N ZONA ACHICA ARRIBA,2
2564,7718,-17.9273092,-67.1196353,ESTACION DE SERVICIO NUESTRA SEÑORA DEL SOCAVON,AV. TOMAS BARRON Y CIRCUNVALACION N S/N ZONA NORTE,4
2565,7780,-17.3563207,-63.3984079,ESTACION DE SERVICIO PORTACHUELO LTDA.,PORTACHUELO - AVENIDA ICHILO Nro S/N. ZONA: NORTE,7
2567,8089,-17.8004178,-63.140514,GAS DEL ESTE S.R.L,AV. 3 PASOS AL FRENTE ESQ. GENERAL CAMPERO NRO 3000,7
2571,7711,-17.00482,-68.06671,ESTACION DE SERVICIO TOLAR S.R.L.,AYO AYO CARRETERA ORURO KM 70 AV. PANORAMICA ZONA TARACOLLO,2
2575,7841,-17.8524029,-63.25491,ESTACION DE SERVICIO EMANUEL S.R.L.,KILOMETRO 10 DOBLE VIA  LA GUARDIA  NRO S/N MANZANO 88  ZONA SUR,7
2577,7886,-19.6659528,-67.659668,"ESTACION DE SERVICIO ""R.&T."" S.R.L.",ORURO AV. ANTOFAGASTA S/N ZONA SUD,4
2578,7840,-17.405131,-66.1797237,PETROGAS SERVICIOS PETROLEROS S.R.L.,COCHABAMBA- AV. INGAVI ESQUINA DANIEL CAMPOS NRO S/N ZONA: CHIMBA,3
2580,8145,-14.7254061,-68.4152428,ITURRALDE S.R.L.,TRINIDAD-C/ ORURO ESQ. VACA DIEZ NO. 701 ZONA NORTE LOCALIDAD DE APOLO,2
2582,7904,-17.7650567,-63.0932593,ESTACION DE SERVICIO GUAYACAN SRL,KM. 9 1/2 CARRETERA SANTA CRUZ COTOCA S/N,7
2584,8068,-16.9795769,-65.4279702,ESTACION DE SERVICIO EL TROPICO SRL,AV. INTEGRACION KM 159 VILLA TUNARI,3
2585,7862,-17.9592461,-67.1062754,DISTRIGAS ESTACION DE SERVICIO 6 DE AGOSTO,CALLE VELASCO GALVARRO ESQUINA OBLITAS NRO 138 ZONA: CENTRAL,4
2589,7658,-18.5931053,-66.9248102,ESTACION DE SERVICIO GRAN PODER,PAZ A CARRETERA PANAMERICANA ORURO - POTOSI Nro S/N ZONA: NORTE,4
2590,8000,-17.1273594,-63.2303095,"ESTACION DE SERVICIO "" EL AGRICULTOR """,MINERS - AVENIDA SANTA CRUZ Y CALLE JUAN BEJARANO,7
2592,7670,-17.8164,-63.11614,"ESTACION DE SERVICIO ""APAZA""",SANTA CRUZ - AV. COLECTORA Nro S/N UV: 102 MZNO: 5 ZONA: SUD,7
2593,7675,-17.6918067,-63.1589458,ESTACION DE SERVICIO BIOCEANICA S.R.L,KM 8 1/2 CARRETERA AL NORTE ZONA: LAS PAMPITAS,7
2595,7704,-19.2813284,-68.6138834,ESTACION DE SERVICIO PISIGA,ORURO - AV. INTERNACIONAL POBLACION DE PISIGA BOLIVAR Nro S/N ZONA: ESTE,4
2597,8083,-17.4033052,-66.1575588,TERMINAL DE BUSES COCHABAMBA S.A.,AV. AYACUCHO Nro S/N EDIFICIO: TERMINAL DE BUSES ZONA: SUD,3
2598,1969,-17.3809691,-66.1422762,EL MANANTIAL CENTRO DE SERVICIOS Y COMERCIO S.R.L. SUC II,AV. JUAN DE LA CRUZ TORRES # 1005,3
2600,7895,-17.3920059,-66.2648048,ESTACION DE SERVICIO IQUIRCOLLO S.R.L.,COCHABAMBA-AV. BLANCO GALINDO KM 11 1/2 NRO S/N  UV: S/N MZNO: S/N ZONA: IQUIRCOLLO,3
2601,8048,-19.60685,-65.73998,ESTACION DE SERVICIO CARLOS V CAMINO CARRETERO POTOSI TARIJA,AV. CIRCUNVALACION S/N/ZONA CAMPAMENTO PAILAVIRI/CIUDAD DE POTOSI,5
2603,15021,-21.2678807,-63.4593335,ESTACION DE SERVICIO CAIGUAMI S.R.L. SUCURSAL 1,CALLE MENDEZ ARCOS ESQUINA EUSTAQUIO MENDEZ,6
2605,7703,-17.9635864,-67.0921567,"EMPRESA COMERCIALIZADORA DE CARBURANTES ORURO S.R.L. ""ECCO"" S.R.L.",AV. CIRCUNVALACION ESQ. PROLONGACION VILLARROEL S/N,4
2609,7860,-16.2869159,-67.8492935,"ESTACION DE SERVICIO ""COTA PATA"" S.R.L.","LA PAZ- CARRETERA  A NOR YUNGAS, KM 53 NroS/N ZONA S/Z",2
2610,7815,-16.5293895,-68.1957942,ESTACION DE SERVICIO LOZA,EL ALTO- AVENIDA BOLIVIA ESQUINA CALLE 1 NRO 200 UV: S/N MZNO: S/N ZONA: SAN LUIS TASA ,2
2612,9159,-17.432796,-66.1603725,GASNOR SERVICIOS PETROLEROS S.R.L. GASNOR S.R.L.,COCHABAMBA -AV. PANAMERICA NRO S/N ZONA:SUD,3
2615,1968,-17.3575562,-66.183896,EL MANANTIAL CENTRO DE SERVICIOS Y COMERCIO S.R.L. SUC I,AV. SIMON LOPEZ # 1930,3
2616,1104,-21.5231102,-64.1732884,ESTACION DE SERVICIO TELPEL,AV. EBERTO LEMA NO.- 936   ZONA CAÑAVERAL,6
2617,7766,-20.8349267,-65.660361,ESTACION DE SERVICIO SANTIAGO DE COTAGAITA,AV. LAS AMERICAS S/N/ZONA LLAJTA CHIMPA/COTAGAITA,5
2618,8073,-22.0812572,-65.5930078,DISTRIGAS,AV. FERROVIARIA S/N/ ZONA LOS ANDES/UYUNI,5
2620,7842,-16.4911559,-68.1400486,ESTACION DE SERVICIOS VOLCAN S.R.L.,AV. MONTES ESQ. PANDO NO. 101 ZONA SAN SEBASTIAN ,2
2622,7690,-16.6458922,-68.2926186,ESTACION DE SERVICIO QHANTATI S.R.L.,"AV. HACIA EL MAR NRO 52 ESQ. AV. 16 DE JULIO ZONA VILLA SARA VIACHA, LA PAZ - BOLIVIA",2
2624,7943,-18.279114,-69.0062857,PANAMERICANA INTERNACIONAL SRL. PAINTER SRL.,CARRETERA TAMBO QUEMADO,4
2627,7825,-21.4720998,-64.7576881,"ESTACION DE SERVICIO ""MOTO MENDEZ"" S.R.L.",TARIJA - CARRETERA A SAN LORENZO NRO S/N ZONA: RANCHO SUD,6
2630,1039,-16.5138359,-68.124996,EMPRESA COMERCIALIZADORA DE HIDROCARBUROS TUPAC KATARI S.R.L.,CALLE SANCHEZ LIMA Nro 100 ZONA SOPOCACHI,2
2633,8021,-17.3746605,-66.1567481,CENTRO DE SERVICIO PORTALEZ SRL,AV. SANTA CRUZ NRO 1400,3
2636,1064,-17.9575157,-67.093528,DISTRIGAS ESTACION DE SERVICIO 6 DE AGOSTO (SUCURSAL 6 DE AGOSTO II),AVENIDA CIRCUNVALACION Nro 100,4
2637,10206,-17.9771194,-67.0595169,ESTACION DE SERVICIO EBEN - EZER,AV. 24 DE JUNIO KM 5,4
2638,7722,-18.8877858,-66.7644209,ESTACION DE SERVICIO ?DON CARLOS? S.R.L.,"CHALLAPATA-CARRETERA PANAMERICANA, CHALLAPATA POTOSI KILOMETRO 1 NO S/N MZNO: S/N ZONA: ALTO DE LA ALIANZA",4
2639,14487,-20.8225145,-64.9480927,TEODOCIO LLANOS,"CULPINA - AV. LITORAL Nro S/N, ZONA: CENTRAL",1
2640,7854,-17.408221,-66.331176,COMPAÑIA COMERCIAL DE GAS COMPRIMIDO CGC SRL,CARRETERA CONFITAL KM 19 1/2,3
2641,1067,-17.6480082,-67.2140546,DISTRIGAS ESTACION DE SERVICIO 6 DE AGOSTO (SUCURSAL CARACOLLO),CARACOLLO - AV. PANAMERICANA,4
2642,1015,-21.523531,-64.7247382,ESTACION DE SERVICIOS AVENIDA CIRCUNVALACION S.R.L.,AV. CIRCUNVALACION S/N ALTURA QUEBRADA EL MONTE,6
2643,961,-17.3959165,-66.3202457,DISEL S.R.L. SUCURSAL 1,AVENIDA ALBINA PATIÑO S/N ZONA PURGATORIO - COCHABAMBA,3
2644,16719,-17.9606204,-67.0999381,DISTRIGAS ESTACION DE SERVICIO 6 DE AGOSTO (SUCURSAL TACNA),CALLE JOSE MARIA DALENCE ESQ. PROLONGACION EUSEBIO LIRA,4
2645,7858,-19.5725356,-65.7489917,ESTACION DE SERVICIO POTOSI,AV. CIRCUNVALACION ESQ. FINAL CHAYANTA S/N/ZONA SAN ROQUE/CIUDAD DE POTOSI,5
2646,3289,-22.7395357,-64.3342853,ESTACION DE SERVICIO EL CHORRO,"AV. VICTOR PAZ ESTENSORO, ZONA AZUCARERO",6
2647,7979,-16.6533184,-68.0359528,ESTACION DE SERVICIO TERRAGAS LTDA, LA PAZ - KILOMETRO 17 DE LA LOCALIDAD DE HUAJCHILLA Nro S/N ZONA MECAPACA ,2
2648,7957,-17.3934068,-66.1741594,AUTOMOVIL CLUB BOLIVIANO FILIAL COCHABAMBA - UNIDAD CARBURANTES S.R.L.,COCHABAMBA - AVENIDA BLANCO GALINDO KM. 1 1/2 Nro 171 EDIFICIO: AUTOMOVIL CLUB PISO: PRIMER ZONA: HIPODROMO,3
2650,7765,-17.6663169,-67.0466601,ESTACION DE SERVICIO ECG OCOTAVI,ORURO - CARRETERA ORURO COCHABAMBA KM 35 Nro S/N ZONA NORTE,4
2651,7929,-17.3959348,-66.3207946,EL VIAJERO COMBUSTIBLE Y SERVICIOS S.R.L.,AV. ALBINA PATIÑO KM 16.5 ESQ. CALLE ROSAS,3
2652,7776,-17.3963452,-66.1708979,ESTACION DE SERVICIO LAS PALMERAS S.R.L.,COCHABAMBA - AV. GENERAL CAMPERO ESQ. AV. USTARIZ NRO S/N ZONA: CHIMBA,3
2654,7847,-18.4785423,-64.1133555,"COOPERATIVA DE SERVICIOS PUBLICOS DE AGUA POTABLE Y ALCANTARILLADO ""MONTES CLAROS"" R.L.",CARRETERA KILOMETRO 1 CARRETERA SANTA CRUZ NRO. S/N ZONA NORTE,7
2656,7819,-17.4427554,-66.337881,ESTACION DE SERVICIOS SIPE SIPE S.R.L.,"ZONA MONTENEGRO,CARRETERA COCHABAMBA ORURO",3
2657,7804,-17.3795766,-66.1657508,SURTIDOR EL CRISTO,AVENIDA JUAN DE LA ROSA NRO 121,3
2658,8011,-17.4005138,-66.0465662,ESTACION DE SERVICIO TRANS SACABA S.A.,CALLE AYACUCHO NRO 700 ZONA MIRAFLORES,3
2662,7809,-16.5217104,-68.1572745,TEXAS S.R.L.,EL ALTO - AV. CIVICA SATELITE NO. 101 ZONA: TEJADA RECTANGULAR,2
2663,7677,-17.4161668,-66.0612373,"COMERCIALIZADORA ""QK"" S.R.L.","COCHABAMBA- AVENIDA. VILLAZON KM 11.1/2 NRO S/N EDIFICIO SURTIDOR ""QK"" ZONA:GUADALUPE",3
2665,7696,-16.9598794,-63.2214411,ESTACION DE SERVICIO MACONDO,SANTA CRUZ - CARRETERA SANTA CRUZ - MINERO KM. 1 Nro S/N ZONA: NORTE,7
2668,687,-17.5168483,-63.1642812,D-GAS S.A. SUCURSAL SANTA CRUZ,AV. 25 DE MAYO ESQUINA CARMELO CABALLERO Nro 001,7
2670,7942,-19.8012169,-63.9561995,COOPERATIVA INTEGRAL SAN JOSE OBREBRO MONTEAGUDO LTDA.,"AV. EL PORVENIR S/N, ZONA 1RO DE MAYO",1
2672,7786,-18.0015104,-67.1354663,ESTACION DE SERVICIO INTERNACIONAL EXCEL S.R.L.,AVENIDA DEHENE S/N SANTA CRUZ Y ANTOFAGASTA,4
2674,731,-17.9187956,-67.121199,ESTACION DE SERVICIO INTERNACIONAL EXCEL S.R.L. - NORTE,CARRETERA ORURO LA PAZ KM. 3 COMPRENSION CALA CAJA ZONA NORTE,4
2675,7848,-19.0383005,-65.2722009,ESTACION DE SERVICIO NAYLER,CHUQUISACA - AV. CIRCUNVALACION NRO S/N ZONA: QUIRPINCHACA,1
2677,41211,-16.1633901,-67.7220004,ESTACION DE SERVICIO BALLIVIANSANTABARBARA,CARRETERA CARANAVI KM 100ZONA SAN JOAQUIN,2
2678,7973,-17.1363161,-63.2285289,TARIFA S.R.L.,CARRETERA A MONTERO ESQUINA AV. CIRCUNVALACION B MINERITO,7
2679,7836,-17.3926172,-66.2686856,DISEL S.R.L.,AVENIDA BLANCO GALINDO K.M. 12.5 NRO S/N - ZONA IQUIRCOLLO - COCHABAMBA,3
2683,7917,-15.8350213,-67.5638174,ALVAPETROL,CARANAVI - AV. KILOMETRO 7 Nro S/N ZONA CENTRAL,2
2684,7930,-17.9857897,-67.135174,ESTACION DE SERVICIO NIÑO SALVADOR LTDA.,AV. CIRCUNVALACION Y DEHENE Nro 117,4
2685,8149,-15.8364732,-67.5566314,ESTACION DE SERVICIOS YARA S.R.L.,CARANAVI- C MCAL SANTA CRUZ VILLA YARA,2
2688,7810,-21.5538205,-64.6905788,ESTACION DE SERVICIO SAN JORGE S.R.L.,TARIJA - AV. PANAMERICANA CARRETERA A BERMEJO NRO S/N ZONA: SAN JORGE II,6
2689,957,-16.486475,-68.1914183,DISTRIBUIDORA DE GASOLINA Y LUBRICANTES SAN PABLO (SUCURSAL NRO. 1),EL ALTO AV. PUCARANI ESQUINA SUCRE NO. 45,2
2690,7915,-16.5167508,-68.1735828,ESTACION DE SERVICIO SAN PABLO VILLA BOLIVAR S.R.L.,"EL ALTO - CARRETERA VIACHA Nro52 ZONA VILLA BOLIVAR ""B""",2
2692,7941,-17.9768031,-67.0605576,ESTACION DE SERVICIO VINTO E S VINTO,CARRETERA VINTO KM. 3.5 NRO S/N,4
2693,7923,-17.8920748,-63.3258387,"ESTACION DE SERVICIO ""LA GUARDIA""",CARRETERA KM 20 CARRETERA ANTIGUA A CBBA. ZONA NOROESTE,7
2694,7748,-16.6151228,-68.183338,"ESTACION DE SERVICIO ""MUNDIAL""",EL ALTO-CARRETERA A ORURO Nro S/N ZONA: VENTILLA,2
2696,7660,-16.4677976,-68.1138289,ESTACION DE SERVICIO JACHA INTI S.R.L.,LA PAZ-AV.PRINCIPAL NO. 40 ZONA: VILLA EL CARMEN,2
2697,7916,-17.4000347,-66.0437716,ESTACION DE SERVICIO CHIMBOCO,AV. BARRIENTOS S/N KM 14.5 ZONA CHIMBOCO,3
2698,7905,-16.4862976,-68.2239427,"ESTACION DE SERVICIO ""CUENTAS SAN PABLO II S.R.L.",EL ALTO - AV. PANAMERICANA NRO 448 ZONA MARISCAL SUCRE,2
2700,958,-16.5179594,-68.1567036,DISTRIBUIDORA DE GASOLINA Y LUBRICANTES SAN PABLO SUCURSAL 2,EL ALTO AV. EA V. TEJADA TRIANGULAR CIVICA,2
2701,7807,-18.1212038,-63.9594779,ESTACION DE SERVICIO VALLES CRUCEÑOS,CARRETERA ANTIGUA SANTA CRUZ-COCHABAMBA KM.137: ZONA NORTE,7
2703,7721,-16.5563406,-68.1798109,ESTACION DE SERVICIO ZOFRI S.R.L.,LA PAZ - AV. 6 DE MARZO (ANTIGUA CARRETERA A ORURO) NRO 279 ZONA: ROSAS PAMPA,2
2704,8014,-20.6505657,-65.2128076,ESTACION DE SERVICIO CINTI S.R.L.,S/N ZONA:CAPILLA,1
2705,7883,-18.9986667,-65.2224237,ESTACION DE SERVICIO MARIA ALEJANDRA,SUCRE - CARRETERA A COCHABAMBA KM 9 1/2 NRO S7N ZONA: ZAPATRA,1
2706,7983,-17.8415849,-63.1099365,ESTACION DE SERVICIO R & E 3000 S.R.L.,SANTA CRUZ DE LA SIERRA- AVENIDA PAURITO Nro S/N UV: 162 MZNO 16 ZONA: PLAN 3000,7
2709,2118,-17.4063164,-66.0063713,ESTACION DE SERVICIO TRANS SACABA S.A.II,CARRETERA NUEVA A SANTA CRUZ KM.18 1/2,3
2711,8007,-15.5617541,-67.3761754,ESTACION DE SERVICIO PARAISO TROPICAL,"PUENTE ALTO BENI, SANTA ANA DE BELLAVISTA, PROVINCIA CARANAVI, DEPARTAMENTO LA PAZ",2
2715,7850,-17.43639,-67.52053,ESTACION DE SERVICIO KONANI S.R.L.,EL ALTO - CALLE 4 NRO 121 ZONA VILLA AROMA,2
2716,7688,-16.4559605,-68.0998086,GAS-MAY S.R.L.,LA PAZ AV. LA PAZ CARRETERA A YUNGAS NRO 8 ZONA CHUQUIAGUILLO,2
2718,8134,-16.3674266,-60.9713147,ESTACION DE SERVICIOS SAN IGNACIO DE VELASCO,AV. SANTA CRUZ ESQ. PADRE SALVADOR S/N,7
2719,3245,-19.0513711,-65.2482104,INVERSIONES JANA S.A.,ZONA POCONAS - BARRIO SAN JOSE - AV. JAIME MENDOZA Nro 260 - EDIFICIO SURTIDOR,1
2720,7720,-18.890151,-66.766162,ESTACION DE SERVICIO HECTOR CARLOS FAJARDO MENDOZA,AV. ALTO DE LA ALIANZA SALAMANCA Y PASAJE AVAROA S/N ZONA NORTE,4
2722,13302,-18.3389414,-59.7669055,CIRO ROMERO ESTRADA,"ROBORE C/TARIJA ESQ. PANDO NO.3172, UV-005  MZNO. 000 ZONA ALTAMIRA",7
2724,7769,-17.7577968,-63.1778688,"COMPAÑIA BOLIVIANA DE GAS NATURAL COMPRIMIDO ""GENEX S.A.""",SANTA CRUZ - AV. CRISTO REDENTOR ESQ. 3ER ANILLO NRO S/N UV: 037 MZNO: 002 ZONA: B/HAMACAS,7
2725,7940,-21.4465392,-65.7131816,ESTACION DE SERVICIO 4 DE JUNIO,AV. JOSE LUIS SAN JUAN GARCIA S/N,5
2726,7938,-17.3179285,-63.2802024,"ESTACION DE SERVICIO ""R A""",MONTERO - CARRETERA MONTERO - PORTACHUELO A 200 M DE LA TRANCA NroS/N MZNO: 0095 ZONA: NORTE,7
2727,7944,-22.0715781,-65.5954448,ESTACION DE SERVICIO 20 DE MAYO LTDA.,AV. ANTOFAGASTA S/N FINAL,5
2728,7924,-19.312374,-64.2990112,ESTACION DE SERVICIO BUEN RETIRO,PADILLA- PAMPA DE LA CALDERA S/N,1
2729,7683,-17.4086919,-66.1729364,ESTACION DE SERVICIO AEROPUERTO SRL.,AV. 6 DE AGOSTO Y LUIS URIONA S/N,3
2730,639,-17.7752221,-63.165249,"COMPAÑIA BOLIVIANA DE GAS NATURAL COMPRIMIDO ""GENEX S.A."" - SUCURSAL S.C. - ZONA GUALBERTO VILLARROEL",SANTA CRUZ - AV. CRISTO REDENTOR ESQ. 3ER ANILLO NRO S/N UV: 037 MZNO: 002 ZONA: B/HAMACAS,7
2731,8124,-19.1222407,-64.7016952,ESTACION DE SERVICIO MURILLO,DIAGONAL JAIME MENDOZA S/N - ZONA SANTA BARBARA - ZUDAÑEZ,1
2736,8103,-11.2078694,-68.978667,ESTACION DE SERVICIO TISTY ,PANDO - AV. 9 DE FEBRERO Nro S/N ZONA:SENAC,9
2740,7900,-17.0453354,-64.8616689,SILVIA ELIZABETH CESPEDES AGUILAR,COCHABAMBA - CARRETERA A SANTA CRUZ KM 220 NRO S/N ZONA: IVIRGARZAMA,3
2742,8098,-17.3715106,-67.6819634,ESTACION DE SERVICIO LAHUACHACA Y DISTRIBUCION DE GLP,LA PAZ- AV. PANAMERICANA CARRETERA LA PAZ-ORURO KM. 35 S/N ZONA: LAHUACHACA,2
2743,7760,-17.7774896,-63.215719,"EMPRESA COMERCIAL VANGUARDIA EN GAS ""VANGAS S.A.""",SANTA CRUZ DE LA SIERRA-AV.HERNANDO SANABRIA ESQ.4TO ANILLO Nro S/N UV:56 MZNO:51 ZONA: B/4 DE NOVIEMBRE,7
2744,652,-17.7772611,-63.139859,"COMPAÑIA BOLIVIANA DE GAS NATURAL COMPRIMIDO ""GENEX S.A."" - SUCURSAL S.C.-ZONA GUARACACHI",SANTA CRUZ - AV. CRISTO REDENTOR ESQ. 3ER ANILLO NRO S/N UV. 037 MZNO.002 ZONA: B/HAMACAS,7
2746,7707,-16.4915498,-68.1998734,CORTEZ & CORTEZ S.R.L.,LA PAZ AV. JUAN PABLO II EL ALTO Nro 4444 ZONA VILLA ESPERANZA,2
2747,40641,-16.5303423,-68.1875635,ESTACION DE SERVICIO CALUYO S.R.L.,EL ALTO CARRETERA A VIACHA NRO 71 ZONA VILLA PACAJES,2
2751,7893,-17.3616435,-63.410435,"ESTACION DE SERVICIO ""SAN SILVESTRE""",PORTACHUELO - CARRETERA PORTACHUELO KM. 71 Nro S/N ZONA: OESTE,7
2752,7833,-16.5100304,-68.1598093,LUCAS YUPANQUI QUISPE,CALLE 5 NRO.1026 ZONA VILLA DOLORES,2
2753,7891,-16.9963069,-65.1609241,ESTACION DE SERVICIO CHIMORE,CARRETERA NUEVA COCHABAMBA - STA CRUZ KM 198 LOCALIDAD CHIMORE,3
2754,654,-17.76034,-63.15796,"COMPAÑIA BOLIVIANA DE GAS NATURAL COMPRIMIDO ""GENEX S.A."" - SUCURSAL S.C. - ZONA NOR ESTE",SANTA CRUZ - AV. CRISTO REDENTOR ESQ. 3ER ANILLO NRO S/N UV: 037 MZNO: 002 ZONA: B/HAMACAS,7
2755,8085,-11.0336537,-68.7662444,ESTACION DE SERVICIO LOS TAJIBOS - COBIJA,COBIJA - AV. 9 DE FEBRERO NO. S/N ZONA CENTAL,9
2760,638,-17.7929088,-63.1939892,"COMPAÑIA BOLIVIANA DE GAS NATURAL COMPRIMIDO ""GENEX S.A."" - SUCURSAL S.C.-ZONA LA RAMADA",SANTA CRUZ - AV. CRISTO REDENTOR ESQ. 3ER ANILLO NRO S/N UV: 037 MZNO: 002 ZONA: B/HAMACAS,7
2763,7843,-17.7248618,-66.2760272,ESTACION DE SERVICIO 24 DE SEPTIEMBRE S.R.L.,COCHABAMBA - AV. COBOCE -EL TAMBO-CAMINO IRPA IRPA NRO S/N ZONA: EL TAMBO,3
